1 26.173000 58.867000 -0.189470 125.122500
2 57.073970 221.404000 0.086080 122.911400
3 17.259000 173.436000 -0.129805 125.031800
4 21.779400 124.953100 0.153885 152.715000
5 91.339970 293.569900 0.142392 160.540200
6 55.375000 179.222000 0.165495 111.227300
7 29.562000 191.357000 0.099014 103.407600
8 145.120000 208.860000 -0.176086 154.225700
9 38.496990 41.466000 -0.188642 123.966100
10 29.276990 107.251000 0.114963 107.788500
11 28.867000 109.024000 -0.123943 97.991300
12 24.013000 76.020000 0.285099 98.916920
13 28.379000 145.216000 0.387001 154.997500
14 22.381400 82.428100 -0.281486 89.987640
15 123.210000 456.160000 -0.151847 143.299600
16 20.084050 177.451000 0.257810 92.531010
17 32.856990 182.675000 0.220441 94.571750
18 0.000000 115.478000 0.150497 109.631500
19 39.545040 237.442000 0.108943 137.633300
20 106.798000 323.756000 -0.150950 175.402100
21 34.082000 119.828000 0.220016 138.363900
22 0.000000 86.710800 0.420188 129.885100
23 48.659970 307.150000 0.175607 164.017400
24 23.410900 83.471400 0.176687 98.032500
25 122.239000 435.793000 -0.181291 168.766300
26 16.245600 48.306200 0.550861 26.326390
27 43.898990 242.130000 0.200601 133.194800
28 61.436980 233.850000 0.275873 161.243300
29 59.524990 217.670000 -0.086010 117.083100
30 29.158500 125.987500 0.191046 127.992700
31 50.597020 243.062000 0.186344 135.227300
32 60.240970 197.734000 -0.131992 132.022000
33 26.204900 62.707900 -0.140245 113.586600
34 28.471980 148.376000 -0.186825 167.233700
35 27.079900 77.703900 -0.250924 97.980320
36 20.686000 84.468000 0.176178 119.942300
37 19.624500 49.230900 0.430273 93.613180
38 49.614010 323.485000 -0.196374 162.248600
39 79.824010 201.754000 -0.141216 131.071600
40 66.964020 221.403000 -0.118778 141.662600
41 58.429990 134.861000 0.287608 128.668400
42 69.820070 369.340100 -0.153985 151.165900
43 19.022000 221.012000 0.168945 136.806600
44 45.828980 221.595000 0.241912 162.710000
45 50.121950 340.594000 -0.200418 173.548200
46 97.327900 83.629900 0.300452 92.684820
47 62.138000 244.500000 -0.204553 144.239000
48 24.457000 142.604000 -0.230238 91.750980
49 37.868990 197.708000 0.094177 110.702700
50 123.730000 178.770000 -0.144144 130.352000
51 41.803700 121.021700 -0.179296 140.443100
52 32.370600 102.020600 -0.085791 125.372400
53 37.957500 67.925500 -0.209999 152.050400
54 36.256000 90.028000 -0.134939 139.855300
55 23.514100 153.696900 -0.116901 117.843900
56 25.043000 195.966000 0.123079 105.039100
57 21.519990 103.000000 0.298268 124.886200
58 20.717300 50.177900 0.163616 118.761300
59 20.576300 65.260700 0.323719 114.160700
60 23.780990 129.774000 0.159678 107.500100
61 56.268010 188.294000 -0.136113 140.055800
62 23.642000 151.537000 -0.218909 91.838870
63 31.366010 91.294010 0.218425 142.014200
64 55.932980 308.106000 -0.135305 156.450400
65 45.746000 188.873000 0.090660 129.874100
66 22.548000 144.287000 0.151480 117.915300
67 43.432980 201.142000 -0.185078 136.004600
68 19.025010 100.994000 0.223225 122.384100
69 29.560060 56.530030 0.278421 164.646400
70 33.140010 214.830100 -0.113854 94.214690
71 28.372300 52.654100 -0.376549 134.938900
72 22.815990 68.182980 0.208807 162.990200
73 107.960000 426.329000 0.183655 161.262500
74 25.974100 79.593800 -0.246159 98.938890
75 48.348300 179.839300 -0.318316 174.391400
76 19.749200 45.864200 -0.196464 134.142400
77 41.041990 161.264000 0.159151 111.872700
78 24.973300 117.708000 -0.305116 164.377200
79 21.837800 17.242500 -0.409368 107.892900
80 90.125000 105.859000 0.167517 166.978300
81 19.810900 86.191010 0.289150 150.885800
82 133.704000 423.424100 -0.139714 168.703100
83 25.725980 199.071000 -0.219451 91.555960
84 30.935400 97.291810 -0.096737 148.251800
85 29.211000 176.555000 0.354054 152.212400
86 31.492300 71.828290 -0.176022 123.499200
87 21.644000 73.996100 -0.264831 157.178300
88 20.878500 92.261600 0.146919 119.016700
89 25.478000 116.220000 -0.150949 103.902000
90 24.428010 149.011000 -0.091401 160.825800
91 101.799900 143.130000 0.156145 146.444500
92 133.717000 530.427000 -0.144182 150.138700
93 21.668000 71.211000 0.228680 104.506300
94 18.820980 87.700990 0.109375 69.352260
95 43.103990 205.986000 0.176378 160.227100
96 33.000000 190.282000 -0.143358 147.081700
97 29.858000 112.330000 -0.159683 93.777980
98 30.450000 131.288000 -0.144963 97.562830
99 87.062990 308.712000 -0.164229 159.716200
100 64.335020 177.460000 0.143106 127.245600
101 29.397990 145.365000 -0.248778 146.529600
102 24.971000 86.212000 0.208448 144.791000
103 21.882000 104.326000 -0.192916 154.489300
104 26.320980 225.844000 -0.137646 86.966350
105 23.976300 60.177700 -0.392868 155.327100
106 36.330990 132.271000 -0.133890 104.564000
107 22.550000 99.074200 0.235968 99.859010
108 22.826600 77.738490 -0.164731 122.342900
109 59.342000 174.813000 -0.206477 157.290900
110 87.791020 197.525000 -0.078540 152.423900
111 23.568200 78.078800 -0.233137 135.966100
112 27.131990 102.757000 -0.251255 95.903870
113 27.209100 46.929100 -0.203389 108.406500
114 21.901000 168.932000 0.244744 131.368300
115 23.485990 266.225000 0.128268 156.977800
116 32.022000 149.330000 -0.098740 111.334400
117 25.482970 208.115000 0.167011 136.845000
118 21.575800 104.790400 -0.167391 129.368700
119 26.778010 131.898000 0.137458 111.296000
120 73.805010 171.091000 0.171351 155.250200
121 79.060000 382.352100 -0.121901 145.293700
122 201.170000 341.520000 -0.165754 161.284500
123 30.416990 124.113000 0.384531 179.961500
124 63.227020 176.913000 -0.126338 124.419300
125 137.340000 250.189900 -0.159046 146.840000
126 34.758000 153.460000 0.218356 101.103200
127 50.754000 140.167000 0.308763 156.782800
128 26.211000 75.754000 -0.296508 164.264600
129 22.003010 115.296000 -0.196353 147.100900
130 26.749800 59.709100 0.211846 123.219000
131 22.205990 132.477000 0.160548 91.657590
132 23.998020 73.115020 0.290840 149.773400
